ClassificationMethod,EmbeddingMethod,Predictors,Time,FilterStopwords,ConvertLower,FilterNumbers,FilterMinAppear,Accuracy,Precision,Recall,Specificity
LogisticRegression,GloVe100,100,4.120356,Yes,Yes,No,5,0.5897,0.5812,0.6067,0.5731
LDA,GloVe100,100,4.426128,Yes,Yes,No,5,0.5925,0.5834,0.6131,0.5725
QDA,GloVe100,100,2.670855,Yes,Yes,No,5,0.5787,0.5588,0.7002,0.46
MDA,GloVe100,100,39.03298,Yes,Yes,No,5,0.5865,0.5783,0.602,0.5713
FDA,GloVe100,100,38.97885,Yes,Yes,No,5,0.5859,0.5771,0.6061,0.5662
Tree,GloVe100,100,10.0754,Yes,Yes,No,5,0.5677,0.5682,0.5213,0.613
RF,GloVe100,100,144230.112,Yes,Yes,No,5,0.6076,0.6021,0.6067,0.6084
LogisticRegression,GloVe100,100,4.077298,Yes,Yes,No,30,0.6005,0.5922,0.6108,0.5906
LDA,GloVe100,100,4.250085,Yes,Yes,No,30,0.5997,0.5907,0.6137,0.586
QDA,GloVe100,100,2.66041,Yes,Yes,No,30,0.5915,0.5691,0.7082,0.4779
MDA,GloVe100,100,38.61107,Yes,Yes,No,30,0.6052,0.5961,0.619,0.5917
FDA,GloVe100,100,38.73144,Yes,Yes,No,30,0.5967,0.5821,0.6468,0.548
Tree,GloVe100,100,9.916003,Yes,Yes,No,30,0.5801,0.5803,0.5381,0.621
RF,GloVe100,100,5907.0852,Yes,Yes,No,30,0.5801,0.5803,0.5381,0.621
LogisticRegression,GloVe100,100,4.050192,Yes,Yes,No,60,0.5934,0.5847,0.5808,0.6055
LDA,GloVe100,100,4.304945,Yes,Yes,No,60,0.5922,0.5834,0.5802,0.6037
QDA,GloVe100,100,2.709748,Yes,Yes,No,60,0.5827,0.5586,0.6981,0.4724
MDA,GloVe100,100,35.68304,Yes,Yes,No,60,0.5907,0.5811,0.5832,0.5979
FDA,GloVe100,100,41.15931,Yes,Yes,No,60,0.5898,0.5758,0.6118,0.5689
Tree,GloVe100,100,9.594398,Yes,Yes,No,60,0.578,0.5653,0.5917,0.5648
RF,GloVe100,100,5766.9588,Yes,Yes,No,60,0.6059,0.6051,0.5577,0.6519
LogisticRegression,GloVe100,100,4.103239,Yes,No,Yes,0,0.5681,0.5634,0.5582,0.5779
LDA,GloVe100,100,4.146097,Yes,No,Yes,0,0.5661,0.5609,0.5599,0.5722
QDA,GloVe100,100,2.56509,Yes,No,Yes,0,0.5794,0.5634,0.6593,0.5014
MDA,GloVe100,100,39.41796,Yes,No,Yes,0,0.5681,0.5635,0.5576,0.5784
FDA,GloVe100,100,38.17951,Yes,No,Yes,0,0.5644,0.5582,0.5663,0.5625
Tree,GloVe100,100,9.997565,Yes,No,Yes,0,0.5482,0.539,0.5891,0.5083
RF,GloVe100,100,6329.5596,Yes,No,Yes,0,0.5808,0.5718,0.6026,0.5596
LogisticRegression,GloVe100,100,5.235653,Yes,No,Yes,5,0.5765,0.5708,0.5745,0.5784
LDA,GloVe100,100,5.251526,Yes,No,Yes,5,0.5777,0.572,0.5757,0.5796
QDA,GloVe100,100,3.201258,Yes,No,Yes,5,0.5774,0.5592,0.6821,0.4752
MDA,GloVe100,100,50.94411,Yes,No,Yes,5,0.5707,0.5638,0.5786,0.563
FDA,GloVe100,100,53.79908,Yes,No,Yes,5,0.5678,0.5609,0.5763,0.5596
Tree,GloVe100,100,12.65866,Yes,No,Yes,5,0.5476,0.542,0.5435,0.5516
RF,GloVe100,100,9118.3464,Yes,No,Yes,5,0.5837,0.5782,0.5809,0.5864
LogisticRegression,GloVe100,100,3.902852,Yes,No,Yes,30,0.5843,0.5766,0.5932,0.5756
LDA,GloVe100,100,3.529388,Yes,No,Yes,30,0.5869,0.5792,0.5955,0.5785
QDA,GloVe100,100,2.247656,Yes,No,Yes,30,0.5962,0.5725,0.7172,0.4782
MDA,GloVe100,100,36.68056,Yes,No,Yes,30,0.5805,0.5722,0.5938,0.5676
FDA,GloVe100,100,34.24134,Yes,No,Yes,30,0.5782,0.5664,0.6196,0.5378
Tree,GloVe100,100,9.429331,Yes,No,Yes,30,0.5724,0.5771,0.4997,0.6432
RF,GloVe100,100,6057.216,Yes,No,Yes,30,0.6072,0.6091,0.5697,0.6438
LogisticRegression,GloVe100,100,3.9993,Yes,No,Yes,60,0.5973,0.5873,0.6049,0.59
LDA,GloVe100,100,4.12291,Yes,No,Yes,60,0.5964,0.5865,0.6037,0.5894
QDA,GloVe100,100,2.520353,Yes,No,Yes,60,0.5788,0.5569,0.6964,0.4654
MDA,GloVe100,100,39.57995,Yes,No,Yes,60,0.5841,0.5717,0.6103,0.5588
FDA,GloVe100,100,37.79237,Yes,No,Yes,60,0.585,0.5704,0.627,0.5444
Tree,GloVe100,100,9.962479,Yes,No,Yes,60,0.5735,0.5633,0.5852,0.5623
RF,GloVe100,100,6183.8028,Yes,No,Yes,60,0.6137,0.6143,0.5732,0.6528
LogisticRegression,GloVe100,100,4.098061,Yes,No,No,0,0.5774,0.5693,0.5926,0.5625
LDA,GloVe100,100,4.438551,Yes,No,No,0,0.5791,0.5708,0.5961,0.5625
QDA,GloVe100,100,2.539717,Yes,No,No,0,0.5745,0.5576,0.6704,0.4809
MDA,GloVe100,100,38.28806,Yes,No,No,0,0.5742,0.5677,0.578,0.5705
FDA,GloVe100,100,38.48605,Yes,No,No,0,0.5785,0.5705,0.5932,0.5642
Tree,GloVe100,100,10.09999,Yes,No,No,0,0.5563,0.5442,0.6259,0.4883
RF,GloVe100,100,6302.4768,Yes,No,No,0,0.5837,0.5763,0.5938,0.5739
LogisticRegression,GloVe100,100,5.816641,Yes,No,No,5,0.5716,0.5653,0.5739,0.5693
LDA,GloVe100,100,5.543829,Yes,No,No,5,0.5748,0.5685,0.5769,0.5727
QDA,GloVe100,100,3.52614,Yes,No,No,5,0.5751,0.5569,0.6832,0.4695
MDA,GloVe100,100,48.0775,Yes,No,No,5,0.5774,0.572,0.5733,0.5813
FDA,GloVe100,100,50.76781,Yes,No,No,5,0.5756,0.5685,0.5845,0.567
Tree,GloVe100,100,15.49658,Yes,No,No,5,0.558,0.5485,0.5944,0.5225
RF,GloVe100,100,9674.2908,Yes,No,No,5,0.5944,0.5895,0.5891,0.5995
LogisticRegression,GloVe100,100,6.980667,Yes,No,No,30,0.6023,0.5928,0.6193,0.5858
LDA,GloVe100,100,6.501746,Yes,No,No,30,0.6017,0.5926,0.6169,0.587
QDA,GloVe100,100,4.126238,Yes,No,No,30,0.5881,0.565,0.7174,0.4622
MDA,GloVe100,100,68.18028,Yes,No,No,30,0.5904,0.5837,0.5922,0.5887
FDA,GloVe100,100,77.37168,Yes,No,No,30,0.5893,0.5767,0.6293,0.5503
Tree,GloVe100,100,17.31168,Yes,No,No,30,0.5817,0.5743,0.5881,0.5755
RF,GloVe100,100,10681.0812,Yes,No,No,30,0.6128,0.6106,0.5934,0.6316
LogisticRegression,GloVe100,100,4.071579,Yes,No,No,60,0.5936,0.5823,0.6111,0.5768
LDA,GloVe100,100,4.411783,Yes,No,No,60,0.5936,0.5827,0.6087,0.5791
QDA,GloVe100,100,2.53795,Yes,No,No,60,0.5927,0.5678,0.7159,0.4738
MDA,GloVe100,100,37.39378,Yes,No,No,60,0.5793,0.5687,0.5938,0.5653
FDA,GloVe100,100,40.6114,Yes,No,No,60,0.5755,0.5635,0.6027,0.5492
Tree,GloVe100,100,10.1438,Yes,No,No,60,0.5579,0.5367,0.7308,0.391
RF,GloVe100,100,6221.6928,Yes,No,No,60,0.6071,0.6055,0.5742,0.6389
LogisticRegression,GloVe100,100,6.042528,No,Yes,Yes,0,0.593,0.5839,0.6119,0.5744
LDA,GloVe100,100,5.700808,No,Yes,Yes,0,0.5927,0.583,0.616,0.5699
QDA,GloVe100,100,3.796654,No,Yes,Yes,0,0.5921,0.5746,0.671,0.5151
MDA,GloVe100,100,41.6209,No,Yes,Yes,0,0.5849,0.5752,0.6102,0.5602
FDA,GloVe100,100,50.82438,No,Yes,Yes,0,0.5938,0.5861,0.6049,0.583
Tree,GloVe100,100,15.47028,No,Yes,Yes,0,0.5803,0.5716,0.5996,0.5613
RF,GloVe100,100,9310.554,No,Yes,Yes,0,0.6057,0.5953,0.63,0.5819
LogisticRegression,GloVe100,100,4.050151,No,Yes,Yes,5,0.5898,0.5795,0.6178,0.5625
LDA,GloVe100,100,4.358163,No,Yes,Yes,5,0.5901,0.5792,0.6219,0.559
QDA,GloVe100,100,2.603737,No,Yes,Yes,5,0.5932,0.5742,0.6826,0.506
MDA,GloVe100,100,33.27393,No,Yes,Yes,5,0.5909,0.5812,0.6148,0.5676
FDA,GloVe100,100,38.40952,No,Yes,Yes,5,0.5849,0.578,0.5909,0.579
Tree,GloVe100,100,10.21549,No,Yes,Yes,5,0.5725,0.5656,0.5798,0.5653
RF,GloVe100,100,6287.3208,No,Yes,Yes,5,0.61,0.5986,0.6388,0.5819
LogisticRegression,GloVe100,100,4.055123,No,Yes,Yes,30,0.5935,0.5858,0.6043,0.583
LDA,GloVe100,100,4.361222,No,Yes,Yes,30,0.5918,0.5832,0.6084,0.5756
QDA,GloVe100,100,2.542914,No,Yes,Yes,30,0.5863,0.5656,0.7002,0.4752
MDA,GloVe100,100,35.56891,No,Yes,Yes,30,0.5953,0.5863,0.6137,0.5773
FDA,GloVe100,100,38.30328,No,Yes,Yes,30,0.5805,0.5745,0.5815,0.5796
Tree,GloVe100,100,10.06874,No,Yes,Yes,30,0.5811,0.5744,0.5868,0.5756
RF,GloVe100,100,6341.6988,No,Yes,Yes,30,0.5953,0.5874,0.6067,0.5841
LogisticRegression,GloVe100,100,4.047069,No,Yes,Yes,60,0.6131,0.6023,0.6368,0.5898
LDA,GloVe100,100,4.199677,No,Yes,Yes,60,0.6128,0.6017,0.6386,0.5876
QDA,GloVe100,100,2.544961,No,Yes,Yes,60,0.5914,0.5719,0.686,0.4991
MDA,GloVe100,100,36.52562,No,Yes,Yes,60,0.6133,0.6033,0.6333,0.5938
FDA,GloVe100,100,38.50746,No,Yes,Yes,60,0.6113,0.6026,0.6251,0.5978
Tree,GloVe100,100,10.10032,No,Yes,Yes,60,0.5925,0.5799,0.6345,0.5516
RF,GloVe100,100,6285.6576,No,Yes,Yes,60,0.609,0.6045,0.6023,0.6155
LogisticRegression,GloVe100,100,5.710581,No,Yes,No,0,0.597,0.5882,0.6137,0.5807
LDA,GloVe100,100,5.66602,No,Yes,No,0,0.5947,0.5853,0.6154,0.5744
QDA,GloVe100,100,3.303069,No,Yes,No,0,0.5921,0.573,0.6832,0.5031
MDA,GloVe100,100,50.82471,No,Yes,No,0,0.599,0.5901,0.616,0.5824
FDA,GloVe100,100,75.96534,No,Yes,No,0,0.5878,0.5804,0.5967,0.579
Tree,GloVe100,100,13.01208,No,Yes,No,0,0.5782,0.5689,0.6032,0.5539
RF,GloVe100,100,9564.7716,No,Yes,No,0,0.6019,0.5936,0.6154,0.5887
LogisticRegression,GloVe100,100,5.742948,No,Yes,No,5,0.5921,0.5827,0.6137,0.571
LDA,GloVe100,100,5.772565,No,Yes,No,5,0.5935,0.5837,0.6178,0.5699
QDA,GloVe100,100,3.619466,No,Yes,No,5,0.5904,0.571,0.6861,0.4969
MDA,GloVe100,100,49.23093,No,Yes,No,5,0.5829,0.5739,0.6037,0.5625
FDA,GloVe100,100,64.81332,No,Yes,No,5,0.5849,0.5769,0.5985,0.5716
Tree,GloVe100,100,13.4175,No,Yes,No,5,0.5834,0.5764,0.5909,0.5762
RF,GloVe100,100,9723.7548,No,Yes,No,5,0.6031,0.594,0.6207,0.5859
LogisticRegression,GloVe100,100,4.067761,No,Yes,No,30,0.6002,0.5891,0.63,0.571
LDA,GloVe100,100,4.369469,No,Yes,No,30,0.5999,0.5882,0.6335,0.567
QDA,GloVe100,100,2.560201,No,Yes,No,30,0.5912,0.5707,0.6955,0.4894
MDA,GloVe100,100,36.07542,No,Yes,No,30,0.593,0.5817,0.6259,0.5608
FDA,GloVe100,100,38.21512,No,Yes,No,30,0.5909,0.5816,0.6125,0.5699
Tree,GloVe100,100,10.24812,No,Yes,No,30,0.5823,0.5762,0.5833,0.5813
RF,GloVe100,100,6342.1272,No,Yes,No,30,0.5993,0.5914,0.6108,0.5881
LogisticRegression,GloVe100,100,4.060443,No,Yes,No,60,0.6008,0.5912,0.6213,0.5807
LDA,GloVe100,100,4.211245,No,Yes,No,60,0.6008,0.5909,0.623,0.579
QDA,GloVe100,100,2.537906,No,Yes,No,60,0.5817,0.5624,0.6902,0.4758
MDA,GloVe100,100,37.57616,No,Yes,No,60,0.6013,0.5914,0.6242,0.579
FDA,GloVe100,100,38.03601,No,Yes,No,60,0.5941,0.582,0.6324,0.5568
Tree,GloVe100,100,10.05861,No,Yes,No,60,0.5797,0.566,0.6388,0.522
RF,GloVe100,100,6293.2428,No,Yes,No,60,0.6091,0.6016,0.6178,0.6007
LogisticRegression,GloVe100,100,4.133336,No,No,Yes,0,0.593,0.5842,0.6102,0.5762
LDA,GloVe100,100,4.408489,No,No,Yes,0,0.5924,0.5834,0.6113,0.5739
QDA,GloVe100,100,2.793932,No,No,Yes,0,0.593,0.5737,0.6844,0.5037
MDA,GloVe100,100,33.18561,No,No,Yes,0,0.5973,0.5889,0.6119,0.583
FDA,GloVe100,100,38.76217,No,No,Yes,0,0.5797,0.5763,0.5628,0.5961
Tree,GloVe100,100,10.11653,No,No,Yes,0,0.5765,0.5643,0.6254,0.5288
RF,GloVe100,100,6272.2008,No,No,Yes,0,0.6013,0.5928,0.616,0.587
LogisticRegression,GloVe100,100,4.084265,No,No,Yes,5,0.5973,0.5897,0.6072,0.5876
LDA,GloVe100,100,4.242952,No,No,Yes,5,0.5982,0.5895,0.6143,0.5824
QDA,GloVe100,100,2.580935,No,No,Yes,5,0.5958,0.5763,0.6861,0.5077
MDA,GloVe100,100,32.94545,No,No,Yes,5,0.593,0.5863,0.5973,0.5887
FDA,GloVe100,100,38.40001,No,No,Yes,5,0.5958,0.5916,0.5868,0.6047
Tree,GloVe100,100,10.21269,No,No,Yes,5,0.5644,0.544,0.7306,0.4022
RF,GloVe100,100,6250.7592,No,No,Yes,5,0.6094,0.6035,0.6102,0.6087
LogisticRegression,GloVe100,100,7.451464,No,No,Yes,30,0.6183,0.6091,0.6333,0.6035
LDA,GloVe100,100,6.733429,No,No,Yes,30,0.6183,0.6077,0.6404,0.5967
QDA,GloVe100,100,4.538654,No,No,Yes,30,0.5957,0.5742,0.7012,0.4929
MDA,GloVe100,100,75.0423,No,No,Yes,30,0.5995,0.5876,0.6333,0.5665
FDA,GloVe100,100,77.38164,No,No,Yes,30,0.5975,0.5864,0.6269,0.5687
Tree,GloVe100,100,17.7942,No,No,Yes,30,0.5668,0.5452,0.7404,0.3976
RF,GloVe100,100,10988.0892,No,No,Yes,30,0.6188,0.6089,0.6374,0.6007
LogisticRegression,GloVe100,100,4.055191,No,No,Yes,60,0.6151,0.606,0.6308,0.5999
LDA,GloVe100,100,4.229135,No,No,Yes,60,0.6137,0.6033,0.6355,0.5925
QDA,GloVe100,100,2.685046,No,No,Yes,60,0.5906,0.571,0.687,0.4966
MDA,GloVe100,100,37.95121,No,No,Yes,60,0.6105,0.5991,0.6384,0.5833
FDA,GloVe100,100,38.59211,No,No,Yes,60,0.6154,0.6009,0.6589,0.5731
Tree,GloVe100,100,9.968164,No,No,Yes,60,0.5839,0.5826,0.5553,0.6119
RF,GloVe100,100,6282.0144,No,No,Yes,60,0.6331,0.6275,0.6319,0.6341
LogisticRegression,GloVe100,100,6.236702,No,No,No,0,0.6008,0.59,0.6283,0.5739
LDA,GloVe100,100,6.509651,No,No,No,0,0.6005,0.589,0.6324,0.5693
QDA,GloVe100,100,3.958499,No,No,No,0,0.5831,0.5649,0.6791,0.4894
MDA,GloVe100,100,52.10522,No,No,No,0,0.584,0.5742,0.6108,0.5579
FDA,GloVe100,100,63.18726,No,No,No,0,0.5944,0.5875,0.6002,0.5887
Tree,GloVe100,100,14.17626,No,No,No,0,0.5678,0.5523,0.6598,0.478
RF,GloVe100,100,9672.2424,No,No,No,0,0.6111,0.6016,0.63,0.5927
LogisticRegression,GloVe100,100,12.83778,No,No,No,5,0.595,0.5855,0.6166,0.5739
LDA,GloVe100,100,11.05243,No,No,No,5,0.595,0.5847,0.6213,0.5693
QDA,GloVe100,100,6.278704,No,No,No,5,0.5834,0.565,0.6809,0.4883
MDA,GloVe100,100,101.76792,No,No,No,5,0.5846,0.576,0.6026,0.567
FDA,GloVe100,100,168.33288,No,No,No,5,0.5852,0.5792,0.5856,0.5847
Tree,GloVe100,100,22.407,No,No,No,5,0.5687,0.5533,0.6587,0.4809
RF,GloVe100,100,13605.0804,No,No,No,5,0.6002,0.5905,0.6219,0.579
LogisticRegression,GloVe100,100,9.5011,No,No,No,30,0.6005,0.5904,0.6242,0.5773
LDA,GloVe100,100,8.85069,No,No,No,30,0.601,0.5905,0.6271,0.5756
QDA,GloVe100,100,4.936349,No,No,No,30,0.5935,0.5727,0.6978,0.4917
MDA,GloVe100,100,87.96066,No,No,No,30,0.5886,0.5806,0.602,0.5756
FDA,GloVe100,100,110.0301,No,No,No,30,0.5898,0.5841,0.5885,0.591
Tree,GloVe100,100,20.0273,No,No,No,30,0.5719,0.5902,0.436,0.7045
RF,GloVe100,100,10847.0052,No,No,No,30,0.6094,0.6039,0.6078,0.611
LogisticRegression,GloVe100,100,5.153303,No,No,No,60,0.6008,0.5906,0.6251,0.5771
LDA,GloVe100,100,4.735687,No,No,No,60,0.6002,0.5895,0.6281,0.5731
QDA,GloVe100,100,3.276249,No,No,No,60,0.5858,0.5684,0.6708,0.5029
MDA,GloVe100,100,45.16633,No,No,No,60,0.6057,0.5935,0.6404,0.5719
FDA,GloVe100,100,39.59086,No,No,No,60,0.5962,0.5875,0.6123,0.5805
Tree,GloVe100,100,12.97758,No,No,No,60,0.5815,0.5651,0.6626,0.5023
RF,GloVe100,100,7543.9332,No,No,No,60,0.6199,0.6171,0.607,0.6324
LogisticRegression,GloVe768,768,153.70236,Yes,Yes,Yes,0,0.5826,0.5809,0.5558,0.6087
LDA,GloVe768,768,87.61602,Yes,Yes,Yes,0,0.5814,0.5802,0.5517,0.6104
QDA,GloVe768,768,48.12447,Yes,Yes,Yes,0,0.5982,0.5972,0.5728,0.6229
MDA,GloVe768,768,756.5952,Yes,Yes,Yes,0,0.5756,0.5735,0.5494,0.6013
FDA,GloVe768,768,289.14672,Yes,Yes,Yes,0,0.5624,0.5569,0.5576,0.567
Tree,GloVe768,768,71.68014,Yes,Yes,Yes,0,0.532,0.5232,0.5932,0.4723
RF,GloVe768,768,113361.0336,Yes,Yes,Yes,0,0.5875,0.5807,0.5932,0.5819
LogisticRegression,GloVe768,768,138.7491,Yes,Yes,Yes,5,0.5937,0.5891,0.5874,0.5999
LDA,GloVe768,768,87.0048,Yes,Yes,Yes,5,0.5917,0.5867,0.5874,0.5959
QDA,GloVe768,768,41.93725,Yes,Yes,Yes,5,0.6107,0.6084,0.5956,0.6256
MDA,GloVe768,768,682.6134,Yes,Yes,Yes,5,0.5833,0.5814,0.5593,0.6067
FDA,GloVe768,768,298.31646,Yes,Yes,Yes,5,0.5634,0.5552,0.5845,0.5428
Tree,GloVe768,768,74.36424,Yes,Yes,Yes,5,0.5256,0.5201,0.5143,0.5365
RF,GloVe768,768,104409.648,Yes,Yes,Yes,5,0.5975,0.5943,0.5839,0.6107
LogisticRegression,GloVe768,768,154.03164,Yes,Yes,Yes,30,0.6077,0.5998,0.614,0.6016
LDA,GloVe768,768,87.75822,Yes,Yes,Yes,30,0.6065,0.5987,0.6122,0.601
QDA,GloVe768,768,48.24299,Yes,Yes,Yes,30,0.6036,0.5965,0.6057,0.6016
MDA,GloVe768,768,722.1468,Yes,Yes,Yes,30,0.606,0.5983,0.611,0.601
FDA,GloVe768,768,285.25146,Yes,Yes,Yes,30,0.5701,0.56,0.5968,0.544
Tree,GloVe768,768,71.49642,Yes,Yes,Yes,30,0.5549,0.5632,0.4328,0.6736
RF,GloVe768,768,112559.5872,Yes,Yes,Yes,30,0.6062,0.6171,0.5305,0.6799
LogisticRegression,GloVe768,768,275.81586,Yes,Yes,Yes,60,0.6063,0.5957,0.6037,0.6089
LDA,GloVe768,768,83.65212,Yes,Yes,Yes,60,0.6054,0.5953,0.6,0.6106
QDA,GloVe768,768,NA,Yes,Yes,Yes,60,NA,NA,NA,NA
MDA,GloVe768,768,NA,Yes,Yes,Yes,60,NA,NA,NA,NA
FDA,GloVe768,768,NA,Yes,Yes,Yes,60,NA,NA,NA,NA
Tree,GloVe768,768,71.04588,Yes,Yes,Yes,60,0.5621,0.5593,0.4875,0.6334
RF,GloVe768,768,104669.28,Yes,Yes,Yes,60,0.6072,0.6207,0.5034,0.7064
LogisticRegression,GloVe768,768,155.8695,Yes,Yes,No,0,0.5797,0.5743,0.5757,0.5836
LDA,GloVe768,768,87.38028,Yes,Yes,No,0,0.5782,0.5727,0.5757,0.5807
QDA,GloVe768,768,47.76708,Yes,Yes,No,0,0.5927,0.5911,0.5687,0.6161
MDA,GloVe768,768,784.182,Yes,Yes,No,0,0.5791,0.5738,0.5751,0.583
FDA,GloVe768,768,291.95412,Yes,Yes,No,0,0.5629,0.5572,0.5611,0.5647
Tree,GloVe768,768,70.3542,Yes,Yes,No,0,0.5534,0.5469,0.5587,0.5482
RF,GloVe768,768,111789.6768,Yes,Yes,No,0,0.5904,0.5842,0.5921,0.5887
LogisticRegression,GloVe768,768,154.75686,Yes,Yes,No,5,0.5888,0.5833,0.5874,0.5902
LDA,GloVe768,768,87.64212,Yes,Yes,No,5,0.5876,0.5822,0.5856,0.5896
QDA,GloVe768,768,48.09589,Yes,Yes,No,5,0.607,0.604,0.5938,0.6199
MDA,GloVe768,768,792.8382,Yes,Yes,No,5,0.5842,0.5811,0.5675,0.6005
FDA,GloVe768,768,286.97238,Yes,Yes,No,5,0.5871,0.5798,0.5967,0.5776
Tree,GloVe768,768,70.5594,Yes,Yes,No,5,0.5437,0.5291,0.6961,0.395
RF,GloVe768,768,113379.6096,Yes,Yes,No,5,0.6018,0.6016,0.5745,0.6284
LogisticRegression,GloVe768,768,151.55922,Yes,Yes,No,30,0.6166,0.61,0.6172,0.6159
LDA,GloVe768,768,86.36604,Yes,Yes,No,30,0.616,0.6093,0.6172,0.6147
QDA,GloVe768,768,47.62112,Yes,Yes,No,30,0.6026,0.5936,0.6161,0.5894
MDA,GloVe768,768,695.286,Yes,Yes,No,30,0.6087,0.6022,0.609,0.6084
FDA,GloVe768,768,286.53594,Yes,Yes,No,30,0.5871,0.5762,0.6161,0.5589
Tree,GloVe768,768,71.3304,Yes,Yes,No,30,0.5632,0.5534,0.5942,0.5331
RF,GloVe768,768,113056.992,Yes,Yes,No,30,0.5994,0.6162,0.4979,0.6981
LogisticRegression,GloVe768,768,243.22608,Yes,Yes,No,60,0.6083,0.6011,0.5905,0.6252
LDA,GloVe768,768,84.08814,Yes,Yes,No,60,0.6089,0.6027,0.5863,0.6304
QDA,GloVe768,768,NA,Yes,Yes,No,60,NA,NA,NA,NA
MDA,GloVe768,768,NA,Yes,Yes,No,60,NA,NA,NA,NA
FDA,GloVe768,768,NA,Yes,Yes,No,60,NA,NA,NA,NA
Tree,GloVe768,768,69.20472,Yes,Yes,No,60,0.5509,0.5538,0.4192,0.6769
RF,GloVe768,768,110421.1872,Yes,Yes,No,60,0.6002,0.6126,0.4957,0.7002
LogisticRegression,GloVe768,768,153.5223,Yes,No,Yes,0,0.5779,0.5736,0.5669,0.5887
LDA,GloVe768,768,88.19034,Yes,No,Yes,0,0.5831,0.5792,0.5704,0.5956
QDA,GloVe768,768,48.32532,Yes,No,Yes,0,0.595,0.5948,0.5646,0.6246
MDA,GloVe768,768,728.9838,Yes,No,Yes,0,0.5745,0.5707,0.5593,0.5893
FDA,GloVe768,768,285.51822,Yes,No,Yes,0,0.5632,0.5621,0.5237,0.6018
Tree,GloVe768,768,73.32402,Yes,No,Yes,0,0.5326,0.522,0.6371,0.4307
RF,GloVe768,768,117262.3392,Yes,No,Yes,0,0.5814,0.5742,0.5903,0.5727
LogisticRegression,GloVe768,768,189.3765,Yes,No,Yes,5,0.5831,0.5801,0.5652,0.6007
LDA,GloVe768,768,102.64002,Yes,No,Yes,5,0.584,0.5805,0.5693,0.5984
QDA,GloVe768,768,60.06378,Yes,No,Yes,5,0.6123,0.6102,0.5956,0.6286
MDA,GloVe768,768,860.0664,Yes,No,Yes,5,0.5846,0.5802,0.5751,0.5938
FDA,GloVe768,768,402.62574,Yes,No,Yes,5,0.5664,0.5605,0.5658,0.567
Tree,GloVe768,768,91.09938,Yes,No,Yes,5,0.5277,0.5248,0.4646,0.5893
RF,GloVe768,768,137609.1072,Yes,No,Yes,5,0.5771,0.578,0.5324,0.6207
LogisticRegression,GloVe768,768,155.09034,Yes,No,Yes,30,0.6104,0.6022,0.6202,0.6008
LDA,GloVe768,768,71.55954,Yes,No,Yes,30,0.6113,0.6032,0.6202,0.6025
QDA,GloVe768,768,43.04379,Yes,No,Yes,30,0.6095,0.6,0.6261,0.5934
MDA,GloVe768,768,680.0418,Yes,No,Yes,30,0.5936,0.5918,0.5685,0.618
FDA,GloVe768,768,254.6043,Yes,No,Yes,30,0.5863,0.5776,0.6014,0.5716
Tree,GloVe768,768,68.43516,Yes,No,Yes,30,0.5556,0.5657,0.428,0.6798
RF,GloVe768,768,106923.024,Yes,No,Yes,30,0.6089,0.6256,0.5168,0.6987
LogisticRegression,GloVe768,768,1603.5126,Yes,No,Yes,60,0.6023,0.5941,0.6001,0.6044
LDA,GloVe768,768,84.3132,Yes,No,Yes,60,0.5988,0.59,0.5995,0.598
QDA,GloVe768,768,NA,Yes,No,Yes,60,NA,NA,NA,NA
MDA,GloVe768,768,NA,Yes,No,Yes,60,NA,NA,NA,NA
FDA,GloVe768,768,NA,Yes,No,Yes,60,NA,NA,NA,NA
Tree,GloVe768,768,72.51774,Yes,No,Yes,60,0.553,0.5517,0.4788,0.6246
RF,GloVe768,768,115514.8128,Yes,No,Yes,60,0.6076,0.6209,0.5158,0.6961
LogisticRegression,GloVe768,768,152.76318,Yes,No,No,0,0.5814,0.5764,0.5751,0.5876
LDA,GloVe768,768,86.14122,Yes,No,No,0,0.5811,0.5755,0.5792,0.583
QDA,GloVe768,768,46.74331,Yes,No,No,0,0.6039,0.6034,0.578,0.6292
MDA,GloVe768,768,745.4106,Yes,No,No,0,0.573,0.5686,0.5617,0.5841
FDA,GloVe768,768,285.87036,Yes,No,No,0,0.56,0.5538,0.5622,0.5579
Tree,GloVe768,768,72.88518,Yes,No,No,0,0.5543,0.561,0.4489,0.6572
RF,GloVe768,768,115802.352,Yes,No,No,0,0.593,0.5861,0.5985,0.5876
LogisticRegression,GloVe768,768,250.33128,Yes,No,No,5,0.5803,0.5748,0.5774,0.583
LDA,GloVe768,768,113.7072,Yes,No,No,5,0.58,0.574,0.5804,0.5796
QDA,GloVe768,768,69.69894,Yes,No,No,5,0.6169,0.6105,0.6201,0.6138
MDA,GloVe768,768,1133.406,Yes,No,No,5,0.5814,0.5763,0.5763,0.5864
FDA,GloVe768,768,401.8803,Yes,No,No,5,0.5566,0.5487,0.5763,0.5374
Tree,GloVe768,768,108.5292,Yes,No,No,5,0.5551,0.5464,0.585,0.526
RF,GloVe768,768,144907.2288,Yes,No,No,5,0.5869,0.5882,0.5459,0.6269
LogisticRegression,GloVe768,768,259.59672,Yes,No,No,30,0.6081,0.5991,0.6216,0.595
LDA,GloVe768,768,118.7697,Yes,No,No,30,0.6072,0.5962,0.6316,0.5835
QDA,GloVe768,768,82.29768,Yes,No,No,30,0.609,0.5983,0.631,0.5875
